date,school,reservation_theorique
2025-12-08,AKIRA KUROSAWA,91
2025-12-08,ALAIN SAVARY,140
2025-12-08,ALBRECHT,74
2025-12-08,ANDRE BOULLOCHE,36
2025-12-08,ANDRE MALRAUX,239
2025-12-08,ANTOINE BALARD,66
2025-12-08,AQUITAINE,84
2025-12-08,ARISTOTE,69
2025-12-08,AUBIGNE,124
2025-12-08,AUBRAC,55
2025-12-08,AUGUSTE COMTE,51
2025-12-08,AVERROES,48
2025-12-08,BENOITE GROULT,228
2025-12-08,BERGMAN,55
2025-12-08,BLAISE PASCAL,89
2025-12-08,BON,82
2025-12-08,BOUCHER,91
2025-12-08,BRES,75
2025-12-08,CALANDRETA DAU CHIVALET,84
2025-12-08,CALANDRETA DAU CLAPAS,162
2025-12-08,CALLAS,104
2025-12-08,CAMOENS,53
2025-12-08,CANDOLA,81
2025-12-08,CERVANTES,45
2025-12-08,CHAPLIN,130
2025-12-08,CHAPTAL,91
2025-12-08,CHARLES BAUDELAIRE,174
2025-12-08,CHARLES DICKENS ANNE FRANK,301
2025-12-08,CHENGDU,149
2025-12-08,COCTEAU,84
2025-12-08,CONDORCET,161
2025-12-08,COPERNIC,38
2025-12-08,DAUDET,118
2025-12-08,DAVILER KERGOMARD,275
2025-12-08,DEROIN,109
2025-12-08,DIDEROT,137
2025-12-08,DOCTEUR CALMETTE,165
2025-12-08,DURUY,42
2025-12-08,ELUARD,78
2025-12-08,EMILE COMBES,58
2025-12-08,EUGENE POTTIER JEAN SIBELIUS,253
2025-12-08,F D ROOSEVELT,83
2025-12-08,FIGUIER,90
2025-12-08,FLORIAN,85
2025-12-08,FRANCOIS MITTERRAND,192
2025-12-08,FREDERIC BAZILLE,19
2025-12-08,GALILEE,67
2025-12-08,GAMA,75
2025-12-08,GAMBETTA,82
2025-12-08,GANDHI,22
2025-12-08,GARIBALDI,136
2025-12-08,GARNIER,69
2025-12-08,GEORGES SIMENON,151
2025-12-08,GERMAINE RICHIER,270
2025-12-08,GOETHE,59
2025-12-08,HEIDELBERG,108
2025-12-08,HYPATIE,50
2025-12-08,ISAAC SCHOLL,110
2025-12-08,JACQUES BREL,185
2025-12-08,JEAN JAURES,176
2025-12-08,JEAN MACE,122
2025-12-08,JEAN MERMOZ,139
2025-12-08,JEAN MOULIN,122
2025-12-08,JEAN ZAY,92
2025-12-08,JEANNE D ARC,105
2025-12-08,JEANNE MOREAU,168
2025-12-08,JOAN MIRO,232
2025-12-08,JOSEPH DELTEIL,116
2025-12-08,JOYCE,44
2025-12-08,JULES FERRY,142
2025-12-08,JULES SIMON,164
2025-12-08,JULES VERNE,99
2025-12-08,JULIE DAUBIE,167
2025-12-08,KIPLING,71
2025-12-08,LAFONTAINE,77
2025-12-08,LAMARTINE,83
2025-12-08,LEO MALET,205
2025-12-08,LEOPOLD SEDAR SENGHOR,101
2025-12-08,LOUIS ARMSTRONG,127
2025-12-08,LOUISVILLE,78
2025-12-08,LUDWIG VAN BEETHOVEN,340
2025-12-08,LUTHERKING,42
2025-12-08,MADAME DE SEVIGNE,126
2025-12-08,MARC BLOCH,117
2025-12-08,MARGUERITTE YOURCENAR,169
2025-12-08,MARIE CURIE,189
2025-12-08,MARIE PAPE CARPENTIER,141
2025-12-08,MICHEL DE L HOSPITAL,278
2025-12-08,MICHELET,58
2025-12-08,MORISOT MOZART,273
2025-12-08,NERUDA,32
2025-12-08,OLYMPE DE GOUGES,225
2025-12-08,PAGNOL,106
2025-12-08,PASTEUR,42
2025-12-08,PAUL BERT VICTOR HUGO,146
2025-12-08,PAUL LANGEVIN,128
2025-12-08,PAUL PAINLEVE,127
2025-12-08,PERICLES,92
2025-12-08,PICASSO,14
2025-12-08,PREVERT,23
2025-12-08,PROKOFIEV,53
2025-12-08,RENAUD,51
2025-12-08,RONSARD,113
2025-12-08,ROUX,45
2025-12-08,SAMUEL PATY,82
2025-12-08,SARAH BERNHARDT,60
2025-12-08,SIGMUND FREUD,132
2025-12-08,SIGNORET,118
2025-12-08,SIMON BOLIVAR,84
2025-12-08,SOULAGES,109
2025-12-08,SPINOZA,170
2025-12-08,SUN YAT SEN,173
2025-12-08,SURCOUF,97
2025-12-08,TERESA,62
2025-12-08,VAN GOGH,36
2025-12-08,VICTOR SCHOELCHER,244
2025-12-08,VOLTAIRE,191
2025-12-08,WINSTON CHURCHILL,268
2025-12-08,WOOLF,21
